Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
15/3/2007;21:23:00;1.578;0.000;240.470;6.600;0.000;0.000;0.000
15/3/2007;23:03:00;0.698;0.000;241.540;2.800;0.000;0.000;0.000
16/3/2007;00:43:00;0.862;0.200;238.510;3.600;0.000;2.000;0.000
16/3/2007;02:23:00;0.784;0.070;244.070;3.200;0.000;0.000;0.000
16/3/2007;04:03:00;0.694;0.000;241.110;2.800;0.000;0.000;0.000
16/3/2007;05:43:00;0.776;0.078;238.060;3.200;0.000;0.000;0.000
16/3/2007;07:23:00;0.598;0.000;239.990;2.400;0.000;0.000;0.000
16/3/2007;09:03:00;1.416;0.000;237.360;5.800;1.000;0.000;17.000
16/3/2007;10:43:00;0.406;0.216;240.360;1.800;0.000;0.000;0.000
16/3/2007;12:23:00;0.298;0.088;241.630;1.200;0.000;0.000;0.000
16/3/2007;14:03:00;0.230;0.000;242.010;1.000;0.000;0.000;0.000
16/3/2007;15:43:00;0.328;0.126;243.360;1.400;0.000;0.000;0.000
16/3/2007;17:23:00;0.224;0.000;240.110;1.000;0.000;0.000;0.000
16/3/2007;19:03:00;3.786;0.104;230.390;16.400;0.000;36.000;0.000
16/3/2007;20:43:00;0.794;0.068;239.020;3.400;0.000;0.000;0.000
16/3/2007;22:23:00;2.252;0.106;240.260;9.400;0.000;0.000;18.000
17/3/2007;00:03:00;1.082;0.102;238.250;4.600;0.000;0.000;0.000
17/3/2007;01:43:00;0.290;0.078;240.470;1.200;0.000;1.000;0.000
17/3/2007;03:23:00;0.284;0.058;239.610;1.200;0.000;0.000;0.000
17/3/2007;05:03:00;0.316;0.090;240.530;1.400;0.000;0.000;0.000
17/3/2007;06:43:00;1.280;0.058;237.910;5.400;0.000;0.000;18.000
17/3/2007;08:23:00;2.050;0.210;237.140;8.600;0.000;1.000;0.000
17/3/2007;10:03:00;1.450;0.104;235.380;6.200;0.000;0.000;17.000
17/3/2007;11:43:00;1.282;0.000;235.820;5.400;0.000;0.000;17.000
17/3/2007;13:23:00;1.804;0.060;238.220;7.600;0.000;0.000;18.000
17/3/2007;15:03:00;1.510;0.204;235.290;6.400;1.000;1.000;17.000
17/3/2007;16:43:00;0.772;0.000;241.240;3.200;0.000;0.000;0.000
17/3/2007;18:23:00;2.010;0.084;237.120;8.400;0.000;0.000;17.000
17/3/2007;20:03:00;2.798;0.088;236.200;11.800;0.000;0.000;0.000
17/3/2007;21:43:00;3.478;0.114;236.180;14.600;0.000;2.000;17.000
17/3/2007;23:23:00;0.328;0.134;243.540;1.400;0.000;0.000;0.000
18/3/2007;01:03:00;0.228;0.000;242.440;1.000;0.000;0.000;0.000
18/3/2007;02:43:00;0.310;0.110;245.210;1.400;0.000;0.000;0.000
18/3/2007;04:23:00;0.342;0.146;246.020;1.400;0.000;0.000;0.000
18/3/2007;06:03:00;0.840;0.218;244.800;3.400;0.000;0.000;0.000
18/3/2007;07:43:00;1.738;0.078;243.710;7.000;1.000;1.000;0.000
18/3/2007;09:23:00;3.378;0.138;241.040;14.600;0.000;26.000;17.000
18/3/2007;11:03:00;2.814;0.384;236.910;12.600;12.000;25.000;0.000
18/3/2007;12:43:00;2.298;0.088;236.960;9.600;1.000;0.000;17.000
18/3/2007;14:23:00;2.782;0.104;244.840;11.400;40.000;1.000;0.000
18/3/2007;16:03:00;0.346;0.106;242.420;1.400;0.000;2.000;0.000
18/3/2007;17:43:00;0.314;0.000;241.620;1.400;0.000;0.000;0.000
18/3/2007;19:23:00;7.554;0.228;232.000;32.800;36.000;22.000;17.000
18/3/2007;21:03:00;3.294;0.186;237.140;13.800;0.000;3.000;18.000
18/3/2007;22:43:00;1.356;0.120;240.410;5.600;0.000;0.000;0.000
19/3/2007;00:23:00;0.446;0.184;239.360;2.000;1.000;2.000;0.000
19/3/2007;02:03:00;0.318;0.072;243.030;1.400;0.000;0.000;0.000
19/3/2007;03:43:00;0.408;0.210;243.890;1.800;0.000;0.000;0.000
19/3/2007;05:23:00;0.244;0.000;241.040;1.200;0.000;0.000;0.000
19/3/2007;07:03:00;2.020;0.116;240.790;8.400;0.000;0.000;18.000
19/3/2007;08:43:00;1.824;0.052;239.650;7.600;0.000;0.000;18.000
19/3/2007;10:23:00;1.556;0.000;239.930;6.600;0.000;0.000;17.000
19/3/2007;12:03:00;0.938;0.268;242.220;4.200;0.000;1.000;0.000
19/3/2007;13:43:00;0.506;0.184;241.400;2.200;0.000;0.000;0.000
19/3/2007;15:23:00;1.406;0.070;242.540;5.800;0.000;0.000;18.000
19/3/2007;17:03:00;1.538;0.314;239.850;6.400;0.000;1.000;17.000
19/3/2007;18:43:00;1.354;0.060;239.250;5.600;0.000;0.000;17.000
19/3/2007;20:23:00;3.326;0.132;239.060;13.800;0.000;0.000;18.000
19/3/2007;22:03:00;2.506;0.090;235.380;10.600;1.000;0.000;17.000
19/3/2007;23:43:00;0.346;0.000;246.880;1.400;0.000;0.000;0.000
20/3/2007;01:23:00;0.288;0.074;242.980;1.200;0.000;0.000;0.000
20/3/2007;03:03:00;0.330;0.124;246.900;1.400;0.000;0.000;0.000
20/3/2007;04:43:00;0.402;0.244;245.540;1.800;0.000;2.000;0.000
20/3/2007;06:23:00;0.230;0.000;247.170;1.000;0.000;0.000;0.000
20/3/2007;08:03:00;2.088;0.000;238.690;8.600;0.000;0.000;18.000
20/3/2007;09:43:00;1.784;0.206;239.080;7.600;0.000;1.000;17.000
20/3/2007;11:23:00;1.570;0.152;238.240;6.600;1.000;0.000;17.000
20/3/2007;13:03:00;1.316;0.000;242.210;5.400;0.000;0.000;18.000
20/3/2007;14:43:00;0.408;0.256;243.840;2.000;0.000;1.000;0.000
20/3/2007;16:23:00;0.336;0.000;244.620;1.400;0.000;0.000;0.000
20/3/2007;18:03:00;0.282;0.000;240.960;1.200;0.000;0.000;0.000
20/3/2007;19:43:00;4.400;0.314;234.020;19.400;14.000;37.000;0.000
20/3/2007;21:23:00;3.456;0.000;239.020;14.400;1.000;0.000;18.000
20/3/2007;23:03:00;1.462;0.092;240.730;6.000;0.000;1.000;18.000
21/3/2007;00:43:00;1.452;0.180;239.860;6.000;0.000;2.000;17.000
21/3/2007;02:23:00;0.224;0.000;245.910;1.000;0.000;0.000;0.000
21/3/2007;04:03:00;0.342;0.124;245.650;1.400;0.000;0.000;0.000
21/3/2007;05:43:00;0.298;0.106;246.520;1.200;0.000;1.000;0.000
21/3/2007;07:23:00;0.464;0.000;241.440;2.000;0.000;0.000;0.000
21/3/2007;09:03:00;1.362;0.096;238.300;5.600;0.000;0.000;17.000
21/3/2007;10:43:00;1.336;0.062;236.770;5.600;0.000;0.000;17.000
21/3/2007;12:23:00;1.380;0.100;239.350;5.800;0.000;0.000;18.000
21/3/2007;14:03:00;1.336;0.000;244.430;5.400;0.000;0.000;19.000
21/3/2007;15:43:00;0.300;0.000;244.900;1.200;0.000;0.000;0.000
21/3/2007;17:23:00;1.334;0.116;241.760;5.400;0.000;0.000;0.000
21/3/2007;19:03:00;1.330;0.066;235.910;5.600;0.000;0.000;0.000
21/3/2007;20:43:00;2.410;0.208;235.670;10.200;0.000;0.000;0.000
21/3/2007;22:23:00;2.742;0.122;241.930;11.600;1.000;3.000;0.000
22/3/2007;00:03:00;5.550;0.128;240.730;23.200;39.000;33.000;18.000
22/3/2007;01:43:00;0.334;0.104;244.600;1.400;0.000;1.000;0.000
22/3/2007;03:23:00;0.278;0.000;248.260;1.200;0.000;0.000;0.000
22/3/2007;05:03:00;0.388;0.204;245.880;1.800;0.000;1.000;0.000
22/3/2007;06:43:00;2.468;0.078;241.830;11.600;0.000;0.000;0.000
22/3/2007;08:23:00;1.378;0.060;240.520;5.600;0.000;0.000;18.000
22/3/2007;10:03:00;1.278;0.060;239.380;5.200;0.000;0.000;17.000
22/3/2007;11:43:00;1.376;0.066;238.440;5.800;0.000;0.000;17.000
22/3/2007;13:23:00;0.226;0.000;243.450;1.000;0.000;0.000;0.000
22/3/2007;15:03:00;0.308;0.068;245.130;1.400;0.000;0.000;0.000
22/3/2007;16:43:00;2.874;0.202;242.100;12.400;0.000;0.000;0.000
22/3/2007;18:23:00;0.294;0.090;243.010;1.200;0.000;0.000;0.000
22/3/2007;20:03:00;0.420;0.090;238.530;1.800;0.000;0.000;0.000
22/3/2007;21:43:00;2.680;0.064;236.610;11.200;0.000;1.000;17.000
22/3/2007;23:23:00;1.352;0.046;243.010;5.600;0.000;0.000;18.000
23/3/2007;01:03:00;1.406;0.092;243.660;5.800;0.000;0.000;18.000
23/3/2007;02:43:00;0.292;0.100;245.880;1.200;0.000;1.000;0.000
23/3/2007;04:23:00;0.212;0.000;245.470;0.800;0.000;0.000;0.000
23/3/2007;06:03:00;0.210;0.000;242.220;0.800;0.000;0.000;0.000
23/3/2007;07:43:00;1.868;0.324;241.040;7.800;0.000;1.000;18.000
23/3/2007;09:23:00;1.326;0.058;236.400;5.600;0.000;0.000;18.000
23/3/2007;11:03:00;0.292;0.090;242.680;1.200;0.000;0.000;0.000
23/3/2007;12:43:00;0.332;0.130;245.250;1.400;0.000;0.000;0.000
23/3/2007;14:23:00;0.312;0.124;244.030;1.400;0.000;0.000;0.000
23/3/2007;16:03:00;0.214;0.000;242.220;0.800;0.000;0.000;0.000
23/3/2007;17:43:00;0.488;0.000;243.290;2.000;0.000;0.000;0.000
23/3/2007;19:23:00;2.010;0.108;232.360;8.600;0.000;0.000;0.000
23/3/2007;21:03:00;1.524;0.098;236.750;6.400;1.000;0.000;0.000
23/3/2007;22:43:00;0.574;0.000;241.000;2.400;0.000;0.000;0.000
24/3/2007;00:23:00;0.372;0.176;240.690;1.600;0.000;0.000;0.000
24/3/2007;02:03:00;1.400;0.092;243.920;5.600;0.000;0.000;18.000
24/3/2007;03:43:00;0.210;0.000;246.170;0.800;0.000;0.000;0.000
24/3/2007;05:23:00;0.206;0.000;244.500;0.800;0.000;0.000;0.000
24/3/2007;07:03:00;0.310;0.092;242.320;1.200;0.000;0.000;0.000
24/3/2007;08:43:00;0.798;0.064;239.920;4.000;0.000;0.000;2.000
24/3/2007;10:23:00;1.878;0.172;238.440;7.800;0.000;0.000;17.000
24/3/2007;12:03:00;1.822;0.530;238.420;7.800;0.000;0.000;17.000
24/3/2007;13:43:00;2.010;0.138;241.470;8.200;0.000;4.000;18.000
24/3/2007;15:23:00;2.826;0.000;240.670;11.800;2.000;21.000;18.000
24/3/2007;17:03:00;2.590;0.138;238.460;10.800;0.000;1.000;18.000
24/3/2007;18:43:00;2.860;0.160;238.110;12.000;0.000;2.000;18.000
24/3/2007;20:23:00;3.058;0.416;233.910;13.200;1.000;1.000;17.000
24/3/2007;22:03:00;4.666;0.092;234.620;20.200;28.000;0.000;17.000
24/3/2007;23:43:00;3.386;0.000;238.100;14.200;0.000;0.000;18.000
25/3/2007;01:23:00;2.310;0.060;236.880;9.600;0.000;0.000;0.000
25/3/2007;03:03:00;2.424;0.174;239.430;10.000;0.000;0.000;0.000
25/3/2007;04:43:00;2.308;0.056;241.790;9.400;0.000;0.000;0.000
25/3/2007;06:23:00;3.124;0.076;240.830;12.800;0.000;0.000;0.000
25/3/2007;08:03:00;2.278;0.062;240.210;9.400;0.000;0.000;0.000
25/3/2007;09:43:00;2.484;0.146;238.110;10.400;0.000;0.000;0.000
25/3/2007;11:23:00;0.508;0.326;241.060;2.400;0.000;2.000;0.000
25/3/2007;13:03:00;0.662;0.376;242.640;3.000;1.000;0.000;0.000
25/3/2007;14:43:00;1.998;0.296;245.650;8.400;2.000;0.000;18.000
25/3/2007;16:23:00;2.016;0.450;242.830;9.400;0.000;21.000;0.000
25/3/2007;18:03:00;0.440;0.246;241.820;2.000;0.000;2.000;0.000
25/3/2007;19:43:00;4.812;0.354;233.860;20.800;37.000;0.000;17.000
25/3/2007;21:23:00;2.854;0.068;239.190;11.800;1.000;0.000;17.000
25/3/2007;23:03:00;1.542;0.102;237.960;6.400;0.000;0.000;17.000
26/3/2007;00:43:00;1.374;0.102;242.440;5.600;0.000;2.000;18.000
26/3/2007;02:23:00;0.232;0.000;248.690;1.000;0.000;0.000;0.000
26/3/2007;04:03:00;0.302;0.108;245.300;1.200;0.000;0.000;0.000
26/3/2007;05:43:00;0.218;0.000;241.270;1.000;0.000;0.000;0.000
26/3/2007;07:23:00;2.246;0.150;241.160;9.200;0.000;0.000;18.000
26/3/2007;09:03:00;1.914;0.134;238.870;8.000;0.000;0.000;18.000
26/3/2007;10:43:00;1.680;0.214;239.190;7.200;0.000;0.000;17.000
26/3/2007;12:23:00;0.484;0.108;237.870;2.200;0.000;2.000;0.000
26/3/2007;14:03:00;1.316;0.000;242.010;5.400;0.000;0.000;18.000
26/3/2007;15:43:00;0.234;0.000;242.680;1.000;0.000;0.000;0.000
26/3/2007;17:23:00;0.378;0.232;240.870;1.800;0.000;2.000;0.000
26/3/2007;19:03:00;0.666;0.278;240.220;3.000;0.000;0.000;0.000
26/3/2007;20:43:00;2.318;0.092;236.430;9.800;1.000;0.000;18.000
26/3/2007;22:23:00;0.764;0.098;243.000;3.200;0.000;0.000;0.000
27/3/2007;00:03:00;0.222;0.000;239.600;1.000;0.000;0.000;0.000
27/3/2007;01:43:00;0.290;0.070;237.220;1.200;0.000;0.000;0.000
27/3/2007;03:23:00;1.372;0.074;242.120;5.600;0.000;0.000;18.000
27/3/2007;05:03:00;0.302;0.100;240.490;1.200;0.000;1.000;0.000
27/3/2007;06:43:00;0.270;0.000;242.670;1.200;0.000;0.000;0.000
27/3/2007;08:23:00;1.370;0.092;239.010;5.600;0.000;0.000;18.000
27/3/2007;10:03:00;0.312;0.102;238.550;1.400;0.000;0.000;0.000
27/3/2007;11:43:00;0.312;0.106;239.640;1.400;0.000;0.000;0.000
27/3/2007;13:23:00;0.322;0.134;245.170;1.400;0.000;0.000;0.000
27/3/2007;15:03:00;0.402;0.248;246.150;1.800;0.000;0.000;0.000
27/3/2007;16:43:00;0.380;0.210;241.840;1.800;0.000;1.000;0.000
27/3/2007;18:23:00;0.342;0.076;238.910;1.600;0.000;0.000;0.000
27/3/2007;20:03:00;0.996;0.202;236.680;4.200;0.000;0.000;0.000
27/3/2007;21:43:00;1.378;0.114;237.550;6.000;0.000;4.000;0.000
27/3/2007;23:23:00;0.240;0.000;242.470;1.000;0.000;0.000;0.000
28/3/2007;01:03:00;0.222;0.000;242.330;1.000;0.000;0.000;0.000
28/3/2007;02:43:00;0.246;0.000;244.170;1.000;0.000;1.000;0.000
28/3/2007;04:23:00;0.452;0.280;242.650;2.200;0.000;2.000;0.000
28/3/2007;06:03:00;0.392;0.230;241.020;1.800;0.000;0.000;0.000
28/3/2007;07:43:00;3.630;0.000;239.200;15.200;0.000;0.000;18.000
28/3/2007;09:23:00;1.334;0.000;236.820;5.600;1.000;0.000;18.000
28/3/2007;11:03:00;1.324;0.070;236.660;5.600;0.000;0.000;18.000
28/3/2007;12:43:00;1.332;0.000;242.240;5.400;0.000;0.000;18.000
28/3/2007;14:23:00;2.576;0.228;243.920;10.600;0.000;20.000;19.000
28/3/2007;16:03:00;3.748;0.302;241.340;15.400;0.000;37.000;18.000
28/3/2007;17:43:00;0.370;0.162;242.850;1.600;0.000;1.000;0.000
28/3/2007;19:23:00;3.576;0.372;233.560;15.400;0.000;38.000;0.000
28/3/2007;21:03:00;1.984;0.110;236.310;8.400;0.000;0.000;0.000
28/3/2007;22:43:00;0.404;0.120;244.250;1.800;0.000;0.000;0.000
29/3/2007;00:23:00;0.224;0.000;242.950;1.000;0.000;0.000;0.000
29/3/2007;02:03:00;0.336;0.138;243.930;1.400;0.000;0.000;0.000
29/3/2007;03:43:00;0.322;0.126;244.320;1.400;0.000;2.000;0.000
29/3/2007;05:23:00;1.486;0.212;241.130;6.200;0.000;0.000;18.000
29/3/2007;07:03:00;2.340;0.132;239.910;9.800;0.000;0.000;17.000
29/3/2007;08:43:00;1.344;0.088;238.880;5.600;0.000;0.000;17.000
29/3/2007;10:23:00;0.398;0.246;238.520;2.000;0.000;2.000;0.000
29/3/2007;12:03:00;0.232;0.000;242.740;1.000;0.000;0.000;0.000
29/3/2007;13:43:00;0.302;0.116;243.140;1.400;0.000;0.000;0.000
29/3/2007;15:23:00;0.238;0.000;238.250;1.000;0.000;0.000;0.000
29/3/2007;17:03:00;0.418;0.270;242.620;2.000;0.000;2.000;0.000
29/3/2007;18:43:00;1.706;0.288;239.040;7.200;0.000;0.000;18.000
29/3/2007;20:23:00;2.556;0.230;238.180;10.600;0.000;0.000;17.000
29/3/2007;22:03:00;2.544;0.222;238.900;10.600;2.000;1.000;18.000
29/3/2007;23:43:00;0.314;0.126;244.050;1.400;0.000;0.000;0.000
30/3/2007;01:23:00;0.314;0.126;244.020;1.400;0.000;0.000;0.000
30/3/2007;03:03:00;0.392;0.236;244.370;1.800;0.000;0.000;0.000
30/3/2007;04:43:00;0.278;0.076;243.490;1.200;0.000;0.000;0.000
30/3/2007;06:23:00;0.220;0.000;241.660;1.000;0.000;0.000;0.000
30/3/2007;08:03:00;2.316;0.098;236.090;9.800;0.000;0.000;17.000
30/3/2007;09:43:00;1.406;0.100;236.700;6.000;0.000;0.000;17.000
30/3/2007;11:23:00;0.450;0.000;238.410;2.200;0.000;0.000;0.000
30/3/2007;13:03:00;1.356;0.090;240.320;5.600;0.000;0.000;17.000
30/3/2007;14:43:00;0.340;0.142;243.070;1.400;0.000;0.000;0.000
30/3/2007;16:23:00;0.322;0.136;242.000;1.400;0.000;0.000;0.000
30/3/2007;18:03:00;0.362;0.120;244.770;1.600;0.000;0.000;0.000
30/3/2007;19:43:00;1.222;0.000;238.140;5.000;0.000;0.000;0.000
30/3/2007;21:23:00;2.216;0.000;232.530;9.600;1.000;0.000;17.000
30/3/2007;23:03:00;1.124;0.280;241.610;4.800;0.000;0.000;0.000
31/3/2007;00:43:00;0.316;0.000;245.240;1.400;0.000;0.000;0.000
31/3/2007;02:23:00;1.410;0.000;243.310;5.800;0.000;0.000;18.000
31/3/2007;04:03:00;2.400;0.000;241.740;9.800;0.000;0.000;0.000
31/3/2007;05:43:00;2.358;0.000;239.530;9.800;0.000;0.000;0.000
31/3/2007;07:23:00;5.336;0.226;236.180;22.600;0.000;0.000;18.000
31/3/2007;09:03:00;1.960;0.000;235.590;8.400;0.000;1.000;17.000
31/3/2007;10:43:00;4.640;0.368;233.980;20.600;28.000;25.000;17.000
31/3/2007;12:23:00;1.622;0.000;238.310;6.800;0.000;4.000;17.000
31/3/2007;14:03:00;1.898;0.326;240.300;8.000;0.000;1.000;18.000
31/3/2007;15:43:00;3.954;0.102;239.870;16.400;1.000;39.000;17.000
31/3/2007;17:23:00;1.460;0.218;240.360;6.000;0.000;2.000;17.000
31/3/2007;19:03:00;2.570;0.066;237.910;10.800;0.000;0.000;17.000
31/3/2007;20:43:00;3.780;0.270;234.590;16.200;0.000;19.000;17.000
31/3/2007;22:23:00;2.344;0.096;240.760;9.600;0.000;0.000;18.000
1/4/2007;00:03:00;3.344;0.226;239.440;14.000;1.000;2.000;17.000
1/4/2007;01:43:00;3.686;0.064;238.920;15.400;38.000;0.000;18.000
1/4/2007;03:23:00;1.738;0.092;243.110;7.200;0.000;0.000;18.000
1/4/2007;05:03:00;0.224;0.000;242.330;1.000;0.000;0.000;0.000
1/4/2007;06:43:00;0.324;0.080;245.990;1.400;0.000;0.000;0.000
1/4/2007;08:23:00;3.174;0.170;240.820;13.200;0.000;0.000;18.000
1/4/2007;10:03:00;1.800;0.048;239.920;7.400;0.000;0.000;17.000
1/4/2007;11:43:00;1.552;0.054;238.510;6.600;0.000;0.000;17.000
1/4/2007;13:23:00;1.390;0.102;240.550;5.800;0.000;0.000;17.000
1/4/2007;15:03:00;1.438;0.098;243.010;5.800;0.000;1.000;18.000
1/4/2007;16:43:00;0.310;0.000;239.600;1.400;0.000;0.000;0.000
1/4/2007;18:23:00;1.870;0.588;236.770;8.200;1.000;2.000;17.000
1/4/2007;20:03:00;1.976;0.364;240.340;8.200;0.000;1.000;17.000
1/4/2007;21:43:00;3.612;0.268;237.480;15.200;0.000;1.000;17.000
1/4/2007;23:23:00;1.860;0.230;244.100;7.600;2.000;1.000;18.000
2/4/2007;01:03:00;1.308;0.000;242.990;5.400;0.000;0.000;18.000
2/4/2007;02:43:00;0.312;0.124;245.940;1.400;0.000;1.000;0.000
2/4/2007;04:23:00;0.292;0.098;245.430;1.200;0.000;0.000;0.000
2/4/2007;06:03:00;0.226;0.000;244.590;1.000;0.000;0.000;0.000
2/4/2007;07:43:00;2.668;0.090;239.010;11.200;0.000;0.000;18.000
2/4/2007;09:23:00;1.586;0.178;235.940;6.600;0.000;0.000;18.000
2/4/2007;11:03:00;1.416;0.182;238.530;6.000;0.000;0.000;17.000
2/4/2007;12:43:00;1.344;0.080;238.310;5.600;0.000;0.000;18.000
2/4/2007;14:23:00;1.372;0.088;242.070;5.600;0.000;2.000;18.000
2/4/2007;16:03:00;0.288;0.080;242.030;1.200;0.000;0.000;0.000
2/4/2007;17:43:00;0.388;0.222;239.730;1.800;0.000;2.000;0.000
2/4/2007;19:23:00;4.018;0.324;236.510;17.000;37.000;0.000;17.000
2/4/2007;21:03:00;2.558;0.334;235.690;10.800;0.000;1.000;17.000
2/4/2007;22:43:00;2.174;0.000;241.260;9.000;1.000;0.000;18.000
3/4/2007;00:23:00;0.314;0.104;240.090;1.400;0.000;0.000;0.000
3/4/2007;02:03:00;0.358;0.186;244.660;1.600;0.000;0.000;0.000
3/4/2007;03:43:00;0.216;0.000;242.580;0.800;0.000;0.000;0.000
3/4/2007;05:23:00;0.216;0.000;241.270;1.000;0.000;0.000;0.000
3/4/2007;07:03:00;4.568;0.174;237.660;19.200;0.000;0.000;17.000
3/4/2007;08:43:00;1.398;0.116;241.950;5.800;0.000;0.000;18.000
3/4/2007;10:23:00;1.356;0.074;239.680;5.600;0.000;0.000;18.000
3/4/2007;12:03:00;0.322;0.118;242.760;1.600;0.000;0.000;0.000
3/4/2007;13:43:00;0.326;0.130;242.140;1.400;0.000;0.000;0.000
3/4/2007;15:23:00;0.314;0.124;243.540;1.400;0.000;1.000;0.000
3/4/2007;17:03:00;0.228;0.000;242.250;1.000;0.000;0.000;0.000
3/4/2007;18:43:00;2.280;0.426;240.130;10.400;31.000;1.000;0.000
3/4/2007;20:23:00;2.292;0.336;235.430;10.200;1.000;2.000;0.000
3/4/2007;22:03:00;4.516;0.198;236.190;19.600;17.000;1.000;17.000
3/4/2007;23:43:00;0.236;0.000;246.590;1.000;0.000;0.000;0.000
4/4/2007;01:23:00;0.390;0.222;239.630;1.800;0.000;2.000;0.000
4/4/2007;03:03:00;0.288;0.082;241.920;1.200;0.000;0.000;0.000
4/4/2007;04:43:00;0.402;0.232;241.710;1.800;0.000;2.000;0.000
4/4/2007;06:23:00;1.464;0.048;238.530;6.000;0.000;0.000;18.000
4/4/2007;08:03:00;3.058;0.342;235.140;13.200;0.000;2.000;17.000
4/4/2007;09:43:00;1.478;0.216;240.140;6.200;0.000;0.000;17.000
4/4/2007;11:23:00;1.450;0.098;239.510;6.000;0.000;1.000;18.000
4/4/2007;13:03:00;1.412;0.118;241.000;5.800;0.000;0.000;18.000
4/4/2007;14:43:00;2.366;0.264;240.590;11.000;12.000;1.000;18.000
4/4/2007;16:23:00;4.232;0.256;239.570;17.600;38.000;0.000;17.000
4/4/2007;18:03:00;0.772;0.244;240.280;3.400;0.000;0.000;0.000
4/4/2007;19:43:00;2.694;0.000;238.100;12.600;0.000;0.000;18.000
4/4/2007;21:23:00;4.428;0.218;234.950;19.000;1.000;1.000;17.000
4/4/2007;23:03:00;3.360;0.112;244.600;13.600;40.000;0.000;0.000
5/4/2007;00:43:00;0.386;0.194;244.630;1.800;0.000;2.000;0.000
5/4/2007;02:23:00;0.314;0.120;245.050;1.400;0.000;0.000;0.000
5/4/2007;04:03:00;0.298;0.098;242.880;1.200;0.000;2.000;0.000
5/4/2007;05:43:00;0.392;0.214;242.780;1.800;0.000;0.000;0.000
5/4/2007;07:23:00;2.966;0.052;237.870;13.600;0.000;1.000;17.000
5/4/2007;09:03:00;1.534;0.050;240.040;6.400;0.000;1.000;17.000
5/4/2007;10:43:00;1.588;0.302;239.110;6.800;0.000;2.000;18.000
5/4/2007;12:23:00;0.326;0.172;240.830;1.600;0.000;0.000;0.000
5/4/2007;14:03:00;0.414;0.304;242.170;2.000;0.000;1.000;0.000
5/4/2007;15:43:00;0.434;0.204;242.900;2.000;0.000;0.000;0.000
5/4/2007;17:23:00;0.564;0.432;241.690;2.800;0.000;1.000;0.000
5/4/2007;19:03:00;0.540;0.082;242.570;2.400;0.000;0.000;0.000
5/4/2007;20:43:00;5.916;0.244;233.440;25.400;2.000;36.000;16.000
5/4/2007;22:23:00;4.498;0.096;239.870;18.600;38.000;0.000;18.000
6/4/2007;00:03:00;1.380;0.000;244.740;5.600;0.000;0.000;18.000
6/4/2007;01:43:00;0.268;0.000;242.830;1.200;0.000;0.000;0.000
6/4/2007;03:23:00;0.390;0.106;240.800;1.800;0.000;0.000;0.000
6/4/2007;05:03:00;0.342;0.066;241.870;1.400;0.000;0.000;0.000
6/4/2007;06:43:00;0.270;0.000;242.270;1.200;0.000;0.000;0.000
6/4/2007;08:23:00;1.460;0.080;239.790;6.000;0.000;1.000;17.000
6/4/2007;10:03:00;1.356;0.084;239.840;5.600;0.000;1.000;17.000
6/4/2007;11:43:00;1.276;0.000;239.200;5.200;0.000;0.000;17.000
6/4/2007;13:23:00;0.472;0.334;240.140;2.400;0.000;1.000;0.000
6/4/2007;15:03:00;0.310;0.114;245.290;1.400;0.000;0.000;0.000
6/4/2007;16:43:00;0.264;0.000;242.370;1.000;0.000;0.000;0.000
6/4/2007;18:23:00;3.048;0.000;238.480;13.200;0.000;29.000;17.000
6/4/2007;20:03:00;0.436;0.220;241.690;2.000;0.000;2.000;0.000
6/4/2007;21:43:00;2.304;0.000;239.730;9.600;0.000;0.000;18.000
6/4/2007;23:23:00;1.272;0.000;242.660;5.200;0.000;0.000;0.000
7/4/2007;01:03:00;1.020;0.116;241.620;4.200;0.000;0.000;0.000
7/4/2007;02:43:00;0.224;0.000;241.130;1.000;0.000;0.000;0.000
7/4/2007;04:23:00;0.426;0.244;242.840;2.000;0.000;2.000;0.000
7/4/2007;06:03:00;0.332;0.102;239.910;1.400;0.000;0.000;0.000
7/4/2007;07:43:00;3.428;0.058;239.580;14.200;0.000;1.000;0.000
7/4/2007;09:23:00;1.638;0.048;239.520;6.800;0.000;0.000;18.000
7/4/2007;11:03:00;3.630;0.142;238.340;15.200;1.000;37.000;18.000
7/4/2007;12:43:00;0.370;0.216;241.640;1.800;0.000;2.000;0.000
7/4/2007;14:23:00;0.276;0.076;244.970;1.200;0.000;0.000;0.000
7/4/2007;16:03:00;0.582;0.052;242.650;2.600;0.000;1.000;0.000
7/4/2007;17:43:00;0.392;0.116;240.170;1.600;0.000;0.000;0.000
7/4/2007;19:23:00;0.298;0.000;239.850;1.200;0.000;0.000;0.000
7/4/2007;21:03:00;0.452;0.200;238.410;2.000;0.000;2.000;0.000
7/4/2007;22:43:00;3.386;0.082;237.790;14.200;0.000;0.000;17.000
8/4/2007;00:23:00;2.360;0.086;240.610;9.800;0.000;1.000;0.000
8/4/2007;02:03:00;2.270;0.000;239.430;9.400;0.000;0.000;0.000
8/4/2007;03:43:00;2.390;0.100;240.930;9.800;0.000;0.000;0.000
8/4/2007;05:23:00;2.274;0.000;239.630;9.400;0.000;0.000;0.000
8/4/2007;07:03:00;2.346;0.064;239.320;9.800;0.000;0.000;0.000
8/4/2007;08:43:00;0.610;0.240;241.790;2.800;0.000;0.000;0.000
